Name, Topic Label, Score
Building Cohesive Teams in the Far Future.txt, Mathematics, 0.6733
Building Cohesive Teams in the Far Future.txt, Princeton University, 0.6729
Building Cohesive Teams in the Far Future.txt, Military parade, 0.6683
Building Cohesive Teams in the Far Future.txt, Soul, 0.6662
Building Cohesive Teams in the Far Future.txt, Internship, 0.6653
Building Cohesive Teams in the Far Future.txt, Bus, 0.6624
Building Cohesive Teams in the Far Future.txt, Apprenticeship, 0.6609
Building Cohesive Teams in the Far Future.txt, Lost Cause of the Confederacy, 0.6537
Building Cohesive Teams in the Far Future.txt, George Mason, 0.6517
Building Cohesive Teams in the Far Future.txt, Soldier, 0.6476
Building Cohesive Teams in the Far Future.txt, Springfield (The Simpsons), 0.6429
Building Cohesive Teams in the Far Future.txt, Science and technology, 0.6361
Building Cohesive Teams in the Far Future.txt, Veganism, 0.6281
Building Cohesive Teams in the Far Future.txt, Culture, 0.6175
Building Cohesive Teams in the Far Future.txt, Analogy, 0.6121
Building Cohesive Teams in the Far Future.txt, University of North Carolina at Chapel Hill, 0.611
Building Cohesive Teams in the Far Future.txt, Mind, 0.608
Building Cohesive Teams in the Far Future.txt, Battalion, 0.6001
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Sustainability, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Natural environment, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Renewable energy, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Earth, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Food, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Water, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Food security, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Renewable resource, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Ecology, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, United States, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Petroleum, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Resource, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Democratic Republic of the Congo, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Ecosystem, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Ecosystem services, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Climate change, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Agriculture, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Economic model, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Precipitation, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Nature, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Economics, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Water scarcity, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Resource curse, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Venezuela, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Map, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, National security, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Biodiversity, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Environmentalism, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Science, 0.9934
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, War, 0.992
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Energy, 0.9916
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Nuclear weapon, 0.9898
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Wind, 0.9656
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Ice, 0.9595
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Capitalism, 0.9562
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Intergovernmental Panel on Climate Change, 0.9344
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Natural gas, 0.9209
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Immigration, 0.9078
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Fuel, 0.9039
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, North Sea, 0.8957
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Famine, 0.8925
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Transport, 0.8902
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Soil, 0.8882
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Fresh water, 0.8854
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Energy development, 0.885
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Empire of Japan, 0.8781
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Nazi Germany, 0.8749
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Arctic, 0.8691
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Natural resource, 0.8597
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Effects of global warming, 0.8588
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Rain, 0.8513
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, International relations, 0.8511
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Food systems, 0.8469
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Ocean acidification, 0.846
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Netherlands, 0.835
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Climate, 0.8203
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Welfare, 0.8198
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Aid, 0.8031
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Time, 0.7904
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Market failure, 0.7842
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Marxism, 0.7837
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Politics, 0.7701
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Tragedy of the commons, 0.7685
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Fossil fuel, 0.7664
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Demography, 0.7611
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Geography, 0.757
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Ukraine, 0.7567
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Intensive farming, 0.7539
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Elite, 0.7516
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Drainage basin, 0.7506
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Social media, 0.7486
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Metal, 0.7362
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Ethics, 0.7341
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, China, 0.7329
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Lithium, 0.7316
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Pollution, 0.7278
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Norway, 0.7275
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, IPCC Fourth Assessment Report, 0.726
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Malaysia, 0.7253
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Dutch disease, 0.7124
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Hunger, 0.7114
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Natural resources, 0.7077
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Economy, 0.7073
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Energy security, 0.7047
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Mind, 0.7028
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Wealth, 0.6987
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Vladimir Putin, 0.6983
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, North Korea, 0.6982
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Snow, 0.6944
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Decentralization, 0.6908
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Sovereignty, 0.6887
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Heat, 0.6882
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Productivity, 0.6779
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Earth sciences, 0.6758
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Nuclear reactor, 0.6753
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Lead, 0.6732
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Copper, 0.6732
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Deterrence theory, 0.671
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Stress (biology), 0.6683
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Fossil fuel power station, 0.6666
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Erosion, 0.6659
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Aluminium, 0.6643
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Citizenship, 0.6639
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Japan, 0.6564
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Bolivia, 0.6483
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Sulfur, 0.6483
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Race (human classification), 0.6472
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Nordic countries, 0.6455
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Afghanistan, 0.6452
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Antarctica, 0.6405
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Gender, 0.6341
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Sub-Saharan Africa, 0.6327
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Nigeria, 0.6319
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Democracy, 0.6295
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Drought, 0.6289
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Food industry, 0.6264
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Data center, 0.624
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Environmental science, 0.6236
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Distributed generation, 0.6236
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Waste, 0.6233
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Ocean, 0.622
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Governance, 0.6212
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Zinc, 0.6209
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Diamond, 0.6201
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Coltan, 0.6177
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Power station, 0.6153
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, United Kingdom, 0.6145
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Donald Trump, 0.6145
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Niobium, 0.6127
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Gold, 0.6116
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Canada, 0.6112
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Desalination, 0.6076
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Artificial objects, 0.6066
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Discrimination, 0.6044
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Elizabeth Chalecki.txt, Incentive, 0.6021
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Artificial materials, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Artificial objects, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Ceramic art, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Ceramics, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Footpaths, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Pottery, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Pedestrian infrastructure, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Handicrafts, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Decorative arts, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Cookware and bakeware, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Plastic arts, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Crafts, 1
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Land transport, 0.9739
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Art media, 0.9693
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Transport infrastructure, 0.9599
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Pavements, 0.9313
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Outdoor structures, 0.8759
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Street furniture, 0.8723
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Hobbies, 0.8606
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Streets, 0.8522
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Road infrastructure, 0.8464
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Folk art, 0.8255
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Arts, 0.8098
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Visual arts, 0.805
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Human power, 0.7915
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Urban design, 0.7826
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Road construction, 0.7822
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Streets and roads, 0.7724
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Trails, 0.7571
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Urban planning, 0.7464
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Walking, 0.7426
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Road transport, 0.7223
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Kitchenware, 0.6881
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Sidewalk, 0.6847
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Conservation and restoration, 0.6842
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Pavement engineering, 0.6839
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Tourist attractions, 0.6721
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Architecture, 0.6405
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Garden features, 0.6394
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Civil engineering, 0.6167
Georgia Tech Flying Through Dense Projected View - YouTube [720p].txt, Transportation engineering, 0.6083
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Albert Palazzo.txt, Military, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Albert Palazzo.txt, Weapon, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Albert Palazzo.txt, War, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 1 Albert Palazzo.txt, United States, 1
